tenure_months,monthly_charges,contract_type,internet_service,support_tickets_6m,payment_method,churn
4,63.455570080250496,Two year,Fiber optic,1,Credit card,0
24,82.60498394534254,One year,DSL,0,Bank transfer,0
42,101.59123234223135,Month-to-month,Fiber optic,1,Bank transfer,0
53,51.00822141017475,Month-to-month,Fiber optic,0,Electronic check,0
33,96.03092060028055,Month-to-month,DSL,0,Credit card,1
48,23.126441760158293,Two year,Fiber optic,0,Bank transfer,0
32,26.06881780056159,One year,Fiber optic,1,Mailed check,0
61,60.55791404592275,Month-to-month,Fiber optic,2,Bank transfer,0
12,67.85918179658746,Month-to-month,Fiber optic,3,Mailed check,0
13,110.89661599831561,Two year,DSL,1,Credit card,0
3,53.61279123632575,Month-to-month,None,1,Credit card,0
50,,One year,Fiber optic,3,Bank transfer,1
2,92.06389399865621,Two year,DSL,1,Credit card,1
18,86.15967331187613,Month-to-month,DSL,0,Mailed check,1
13,106.6117863363343,Month-to-month,Fiber optic,0,Credit card,0
59,27.77731442014365,Month-to-month,Fiber optic,1,Electronic check,0
62,39.84571733888446,One year,None,2,Credit card,0
8,45.235288505738204,Two year,DSL,1,Credit card,0
69,72.86964337434446,Month-to-month,Fiber optic,1,Mailed check,0
55,49.00742051273839,Two year,Fiber optic,8,Credit card,1
21,84.35088567843576,Month-to-month,DSL,1,Bank transfer,1
53,43.31725664218057,Month-to-month,Fiber optic,0,Mailed check,0
67,54.37652990056515,Month-to-month,Fiber optic,0,Credit card,0
33,39.32115396236986,One year,Fiber optic,0,Mailed check,1
33,42.274093040705495,Month-to-month,DSL,1,Bank transfer,0
63,,Month-to-month,Fiber optic,1,Mailed check,0
0,73.22467729864528,One year,DSL,0,Electronic check,0
59,146.27301398972895,Month-to-month,DSL,1,Bank transfer,0
58,96.2805797547822,Month-to-month,Fiber optic,0,Mailed check,0
47,,Month-to-month,Fiber optic,1,Electronic check,0
20,128.8930486701995,Month-to-month,DSL,1,Electronic check,0
53,43.21093520241692,Month-to-month,Fiber optic,1,Credit card,1
6,60.090307370318826,Month-to-month,None,2,Mailed check,1
60,,One year,None,1,Mailed check,0
8,114.14946703670415,Month-to-month,Fiber optic,2,Bank transfer,0
8,21.77225654440835,One year,DSL,1,Mailed check,0
14,55.16313429241023,Month-to-month,DSL,0,Electronic check,1
32,49.18247268686638,Two year,DSL,9,Credit card,0
52,76.33494133185347,Two year,Fiber optic,1,Mailed check,0
14,74.41176903240498,Month-to-month,Fiber optic,2,Mailed check,1
13,125.58549609900814,Month-to-month,DSL,1,Credit card,0
66,85.66358726584454,Month-to-month,Fiber optic,1,Mailed check,0
42,55.04879400773097,Month-to-month,DSL,0,Mailed check,0
60,56.51419499123929,Month-to-month,Fiber optic,1,Mailed check,0
14,131.32181585910146,One year,Fiber optic,3,Credit card,0
66,86.7364274771144,Two year,Fiber optic,2,Mailed check,0
19,84.25390660504559,Month-to-month,DSL,0,Credit card,0
65,107.63864972442508,Month-to-month,DSL,2,Bank transfer,0
69,44.10085121723672,Month-to-month,DSL,2,Credit card,0
2,31.80395348999078,Month-to-month,None,0,Bank transfer,0
13,40.32044991128591,One year,DSL,1,Mailed check,0
56,60.10376401111972,One year,None,2,Bank transfer,1
4,74.9064902076402,Month-to-month,Fiber optic,0,Mailed check,0
50,92.92559567142655,Month-to-month,Fiber optic,0,Mailed check,0
49,28.45830468674141,One year,Fiber optic,0,Credit card,1
59,38.48618187145774,Two year,DSL,2,Credit card,1
35,92.27306887728284,Month-to-month,Fiber optic,0,Electronic check,1
16,,Two year,None,1,Credit card,0
7,44.919500153780085,Month-to-month,Fiber optic,2,Electronic check,1
15,19.304891062543675,Month-to-month,DSL,3,Credit card,0
25,91.5000030553112,Month-to-month,DSL,1,Credit card,0
53,63.29878268628643,Two year,Fiber optic,0,Bank transfer,0
28,84.46307253548245,Month-to-month,Fiber optic,2,Mailed check,1
2,55.301815742724656,Two year,Fiber optic,0,Bank transfer,1
60,49.07418331414105,Month-to-month,None,1,Bank transfer,0
33,51.84346152951141,One year,None,3,Credit card,1
32,44.00873355540522,Month-to-month,DSL,0,Electronic check,0
10,90.65352916867009,Month-to-month,DSL,10,Bank transfer,0
44,92.82119969603968,One year,DSL,2,Credit card,0
3,71.51376721022058,Two year,DSL,2,Electronic check,0
69,52.586773524249296,Two year,DSL,1,Bank transfer,1
67,32.010480622013226,Month-to-month,DSL,1,Bank transfer,0
70,18.81755402589075,Month-to-month,Fiber optic,1,Bank transfer,0
52,51.38987617398626,Month-to-month,None,2,Electronic check,0
1,39.08118735755344,Two year,Fiber optic,11,Mailed check,0
15,30.13808633919248,Month-to-month,Fiber optic,2,Credit card,0
8,,Two year,Fiber optic,1,Mailed check,0
32,94.39707410686609,One year,None,2,Credit card,0
3,46.33220927407606,One year,Fiber optic,0,Electronic check,1
56,66.44973414203048,Month-to-month,Fiber optic,0,Mailed check,0
1,43.30715000043101,Month-to-month,Fiber optic,0,Mailed check,1
53,73.86635252719455,One year,None,9,Electronic check,0
58,41.15603170215817,One year,Fiber optic,2,Mailed check,0
2,26.423362716445908,Month-to-month,DSL,1,Credit card,0
20,89.58152301892729,Month-to-month,None,1,Bank transfer,1
43,55.86877244802041,Month-to-month,Fiber optic,2,Mailed check,0
14,108.34187072442774,Month-to-month,None,2,Bank transfer,1
8,74.1519314103529,Two year,DSL,0,Bank transfer,0
53,49.4393495653037,One year,DSL,1,Electronic check,0
29,,Month-to-month,DSL,0,Electronic check,0
65,61.052892990530964,Month-to-month,Fiber optic,2,Mailed check,0
35,35.24124412951025,Month-to-month,Fiber optic,2,Bank transfer,1
60,23.574004686879864,One year,Fiber optic,2,Bank transfer,1
71,138.08583349449145,Two year,Fiber optic,2,Mailed check,0
32,48.04982869408931,Month-to-month,DSL,2,Bank transfer,0
24,110.78058141064487,Month-to-month,DSL,3,Mailed check,0
65,37.55429945423563,Month-to-month,DSL,0,Credit card,0
71,28.82051945605812,Two year,DSL,4,Electronic check,0
51,49.96989005165407,One year,None,3,Credit card,0
39,36.70215549299626,Month-to-month,DSL,1,Mailed check,0
46,,Month-to-month,DSL,1,Electronic check,0
6,57.37017632463083,Month-to-month,Fiber optic,1,Mailed check,0
27,,Month-to-month,None,3,Mailed check,1
61,62.140373314520104,Month-to-month,None,0,Bank transfer,0
30,66.64061963638383,Two year,DSL,0,Electronic check,0
19,42.513690488958005,Month-to-month,Fiber optic,0,Mailed check,0
53,47.17297299472436,One year,DSL,3,Electronic check,0
24,55.97052360732589,One year,Fiber optic,3,Mailed check,1
52,35.85986264938061,Two year,None,0,Electronic check,1
60,99.78040813625655,Two year,Fiber optic,1,Bank transfer,0
62,36.92665049004866,One year,Fiber optic,0,Bank transfer,1
40,40.43856655472928,Month-to-month,None,2,Bank transfer,1
67,48.55611822138558,Two year,Fiber optic,0,Bank transfer,1
15,47.14129169264514,Two year,Fiber optic,0,Bank transfer,0
22,73.63718456779692,Month-to-month,None,9,Mailed check,0
46,43.37704763685939,Month-to-month,None,1,Bank transfer,0
71,103.94437391432112,Two year,DSL,1,Electronic check,0
19,58.271560801868574,One year,DSL,2,Electronic check,0
65,38.212589896376684,One year,DSL,1,Electronic check,0
42,80.97837823096943,Month-to-month,Fiber optic,1,Electronic check,1
57,72.1583954765906,Month-to-month,DSL,0,Credit card,1
10,42.22394483660388,Month-to-month,Fiber optic,0,Mailed check,0
28,35.1017965888858,Two year,DSL,0,Credit card,0
26,191.88706648789815,Two year,DSL,0,Electronic check,0
5,24.86639354575514,Month-to-month,Fiber optic,1,Electronic check,0
13,32.17502399148973,One year,DSL,0,Electronic check,0
22,25.821516909525645,One year,DSL,1,Credit card,0
44,71.0387900508722,One year,None,2,Electronic check,1
5,18.190306349668614,Month-to-month,Fiber optic,1,Bank transfer,0
7,31.065680976672088,Month-to-month,DSL,2,Bank transfer,1
30,39.03545543678192,Two year,Fiber optic,2,Credit card,0
44,7.384131215593079,Month-to-month,Fiber optic,1,Electronic check,1
27,87.80491300351981,One year,DSL,1,Electronic check,0
67,45.94160248658429,One year,DSL,1,Mailed check,0
49,157.52160648717998,One year,Fiber optic,4,Credit card,0
20,54.765961117494385,Two year,Fiber optic,1,Electronic check,1
63,11.74473419899351,Month-to-month,Fiber optic,3,Credit card,0
13,78.75792197087306,One year,DSL,2,Electronic check,0
30,92.6043818154521,Two year,Fiber optic,8,Credit card,0
27,26.80548174127852,Two year,DSL,0,Credit card,1
65,20.82776452741978,Month-to-month,DSL,0,Electronic check,0
14,56.417566039421224,Month-to-month,None,0,Electronic check,0
32,54.70841376194244,Month-to-month,DSL,9,Credit card,0
41,76.95973716340845,Month-to-month,DSL,1,Credit card,1
28,50.74163458736023,Two year,DSL,0,Credit card,1
60,,Month-to-month,Fiber optic,2,Credit card,0
42,31.9651403599254,Two year,None,1,Electronic check,1
0,53.27820072961555,Month-to-month,DSL,2,Bank transfer,1
3,32.194354651576425,Month-to-month,None,0,Mailed check,0
4,24.52329212164062,One year,None,1,Electronic check,0
9,65.09591619210269,Month-to-month,Fiber optic,2,Mailed check,0
9,27.74154482377048,Month-to-month,Fiber optic,3,Bank transfer,0
52,83.48923134737755,One year,None,2,Mailed check,0
23,78.71168993189421,Month-to-month,Fiber optic,1,Credit card,0
32,103.30793861771967,Month-to-month,DSL,5,Electronic check,0
33,46.24910449394854,Month-to-month,DSL,1,Mailed check,1
25,66.11244501747915,One year,None,0,Mailed check,0
38,,Month-to-month,DSL,2,Credit card,1
11,36.90690228220234,One year,None,0,Mailed check,0
2,60.672603093773915,One year,DSL,1,Credit card,0
60,63.85725088568497,Two year,Fiber optic,3,Credit card,0
29,46.116903906351844,One year,Fiber optic,2,Mailed check,0
37,86.93842466288902,Month-to-month,DSL,1,Credit card,0
61,23.16825253787655,Month-to-month,Fiber optic,1,Mailed check,0
36,78.74611688862545,Month-to-month,DSL,1,Bank transfer,0
71,14.765485584122622,Month-to-month,Fiber optic,1,Electronic check,0
62,43.532310439461284,Month-to-month,Fiber optic,1,Electronic check,1
17,61.49925093814505,Month-to-month,DSL,1,Bank transfer,0
70,18.87162104584472,Month-to-month,Fiber optic,0,Mailed check,0
63,96.89289903697694,Two year,Fiber optic,9,Credit card,0
59,85.72167702070678,Two year,Fiber optic,0,Credit card,1
0,40.994115162041766,One year,None,0,Mailed check,0
13,119.31834952088805,One year,DSL,1,Credit card,0
0,,Month-to-month,Fiber optic,0,Credit card,0
37,62.178760120042455,Month-to-month,Fiber optic,1,Bank transfer,1
38,122.11388470169213,Month-to-month,Fiber optic,8,Electronic check,0
20,65.7553575159324,Two year,None,1,Electronic check,1
29,78.4656696959861,Month-to-month,Fiber optic,3,Bank transfer,0
66,20.518464620952933,Month-to-month,Fiber optic,1,Credit card,1
4,35.63203711200657,One year,Fiber optic,0,Electronic check,0
46,37.628067897112835,Month-to-month,Fiber optic,1,Electronic check,0
70,21.820848776528276,Month-to-month,Fiber optic,0,Electronic check,0
14,48.82997563342396,One year,DSL,1,Bank transfer,1
22,53.80283577242364,Two year,Fiber optic,3,Credit card,0
1,70.66463390215804,Month-to-month,Fiber optic,0,Bank transfer,0
28,130.19902096015963,Month-to-month,DSL,1,Electronic check,1
13,58.905358456278776,One year,None,0,Credit card,0
38,19.523239395601315,Month-to-month,DSL,4,Mailed check,0
20,18.35948083247168,Two year,Fiber optic,0,Mailed check,0
20,40.36592923788983,Two year,DSL,1,Mailed check,1
32,11.777017451797487,Month-to-month,Fiber optic,0,Credit card,1
39,107.26557204995724,One year,Fiber optic,3,Credit card,0
50,25.34135502338703,Month-to-month,Fiber optic,1,Credit card,0
45,84.39452990965584,One year,DSL,1,Bank transfer,0
12,56.249845399815854,Month-to-month,Fiber optic,2,Mailed check,1
64,13.267903800466156,Month-to-month,DSL,1,Electronic check,1
28,54.34803059367831,One year,None,4,Electronic check,0
49,39.67499603738575,Two year,Fiber optic,1,Electronic check,0
56,38.12072567325307,Two year,DSL,0,Electronic check,0
67,65.06176072926735,One year,Fiber optic,0,Electronic check,0
43,110.90554264693787,Month-to-month,None,0,Credit card,1
46,114.24933617747732,Two year,Fiber optic,0,Credit card,1
39,90.15990940759055,Month-to-month,Fiber optic,3,Mailed check,0
27,91.10648743106944,Month-to-month,Fiber optic,0,Bank transfer,0
39,17.951842034947926,Month-to-month,Fiber optic,4,Credit card,1
53,38.16377317812826,One year,None,1,Mailed check,0
13,,Two year,DSL,1,Mailed check,1
62,58.32253815836593,One year,DSL,0,Credit card,0
70,25.05722001115706,Month-to-month,Fiber optic,2,Mailed check,0
32,28.014770419063765,Month-to-month,DSL,0,Credit card,1
53,34.66232372776957,Month-to-month,Fiber optic,2,Electronic check,0
57,70.22580441443478,One year,DSL,1,Bank transfer,0
39,43.59019692589886,One year,DSL,0,Mailed check,0
16,68.09565388064853,Month-to-month,Fiber optic,8,Mailed check,0
69,54.64050974610654,Month-to-month,DSL,1,Mailed check,0
70,89.40776016129482,One year,Fiber optic,2,Credit card,0
15,20.109219481131383,Two year,Fiber optic,1,Mailed check,0
6,45.33581708472323,Month-to-month,None,2,Credit card,1
55,75.70008960089831,One year,Fiber optic,2,Bank transfer,0
67,38.44469016861892,Month-to-month,None,1,Electronic check,0
56,60.495710093115726,Month-to-month,DSL,2,Electronic check,0
51,,Month-to-month,DSL,11,Bank transfer,1
55,73.05913762885332,Month-to-month,Fiber optic,1,Mailed check,0
14,79.86642504973238,Month-to-month,DSL,0,Credit card,0
65,34.570663934002496,One year,DSL,0,Mailed check,0
57,69.48205873732185,One year,DSL,1,Bank transfer,0
57,53.0026370689118,One year,Fiber optic,0,Bank transfer,1
21,21.562741825310855,One year,None,1,Credit card,1
55,130.8661775307989,Month-to-month,Fiber optic,1,Credit card,0
7,,Month-to-month,DSL,8,Credit card,0
51,100.98314814618976,Month-to-month,DSL,1,Electronic check,1
18,68.63138509555661,Month-to-month,Fiber optic,3,Electronic check,0
59,54.985664151696014,Month-to-month,DSL,2,Electronic check,0
70,57.122320453610754,Month-to-month,Fiber optic,0,Electronic check,0
11,39.463449557832234,Two year,DSL,0,Credit card,1
70,116.33538355573265,One year,Fiber optic,0,Bank transfer,0
66,28.843724793910077,One year,DSL,1,Credit card,0
27,31.26901331897194,Month-to-month,Fiber optic,4,Electronic check,0
66,46.25837730611726,Month-to-month,Fiber optic,1,Credit card,0
62,25.312903958439808,Two year,Fiber optic,1,Credit card,1
48,94.04750711793588,Month-to-month,DSL,3,Bank transfer,0
10,61.98447972781928,Month-to-month,Fiber optic,0,Bank transfer,0
59,105.52159719912157,One year,DSL,1,Credit card,0
38,66.63826032847876,One year,DSL,3,Mailed check,0
19,51.13376337065466,One year,Fiber optic,1,Mailed check,1
31,76.79292856051613,Two year,None,2,Bank transfer,1
19,104.97294902646183,Month-to-month,DSL,2,Mailed check,0
7,77.17509527622732,Month-to-month,DSL,1,Credit card,0
49,44.379652901666326,Month-to-month,Fiber optic,1,Mailed check,0
57,51.64922899614584,Month-to-month,Fiber optic,1,Credit card,0
62,45.55684738867807,Month-to-month,Fiber optic,5,Electronic check,0
8,109.70937689126957,Month-to-month,None,0,Electronic check,1
64,110.60090372150148,Two year,Fiber optic,0,Electronic check,0
9,117.99002376056055,Month-to-month,DSL,1,Mailed check,1
42,68.75242789679025,One year,DSL,0,Credit card,0
54,,Month-to-month,DSL,0,Electronic check,0
18,,Month-to-month,DSL,0,Credit card,0
1,77.61529876147861,Two year,None,2,Mailed check,0
14,123.62938430080908,Month-to-month,Fiber optic,2,Credit card,0
1,107.1342026797015,One year,DSL,2,Credit card,0
60,37.52631130993972,One year,None,3,Mailed check,0
50,25.059229332492027,One year,DSL,2,Electronic check,0
59,32.78911681647955,Month-to-month,None,0,Bank transfer,0
48,53.91121724410609,Two year,Fiber optic,0,Electronic check,1
55,27.816944146519496,One year,None,0,Credit card,0
25,36.890558978354434,Month-to-month,DSL,1,Mailed check,0
57,21.078594631238627,One year,DSL,1,Credit card,0
32,74.36444785499144,Month-to-month,Fiber optic,1,Credit card,0
34,36.61183628886664,Month-to-month,DSL,1,Credit card,1
49,20.196397260114782,Month-to-month,DSL,1,Electronic check,1
36,60.870430532088484,One year,Fiber optic,3,Bank transfer,1
32,77.05771450027143,Two year,Fiber optic,1,Bank transfer,0
15,54.83688124993616,Month-to-month,DSL,9,Credit card,0
31,36.734179503476625,Month-to-month,DSL,5,Credit card,1
52,65.99915532478232,Two year,Fiber optic,2,Bank transfer,0
7,,Month-to-month,Fiber optic,1,Credit card,0
6,97.42067543484872,Month-to-month,DSL,1,Bank transfer,0
66,49.27696513905851,One year,Fiber optic,3,Bank transfer,1
2,60.38461640552926,Month-to-month,None,1,Electronic check,0
42,76.36628368104873,Two year,DSL,0,Credit card,1
45,56.70900154890687,Month-to-month,Fiber optic,0,Electronic check,0
58,127.14730506905875,One year,Fiber optic,0,Electronic check,0
46,63.98170515600377,Month-to-month,DSL,0,Electronic check,1
2,127.58890515176118,Month-to-month,Fiber optic,4,Electronic check,1
1,55.08455381271423,Month-to-month,DSL,1,Credit card,1
43,53.07585479807605,Month-to-month,Fiber optic,1,Electronic check,1
70,69.95925130501095,Two year,None,3,Electronic check,0
25,76.11187345168705,Month-to-month,DSL,1,Bank transfer,1
0,34.76866855599816,Two year,DSL,1,Electronic check,0
21,58.691707557556285,Month-to-month,Fiber optic,3,Electronic check,0
59,82.2088991785474,One year,Fiber optic,5,Bank transfer,0
56,48.712657853182826,Month-to-month,None,1,Mailed check,0
55,32.138991384048566,Two year,DSL,2,Credit card,0
47,,One year,DSL,1,Credit card,0
46,88.05521904850706,One year,Fiber optic,2,Electronic check,0
1,33.28083936899837,One year,Fiber optic,1,Bank transfer,0
37,45.30772254914038,One year,Fiber optic,4,Bank transfer,1
4,53.657262943176946,Month-to-month,Fiber optic,1,Electronic check,0
24,59.68770324611111,Month-to-month,None,1,Mailed check,0
46,48.951115317413645,One year,DSL,1,Bank transfer,1
24,75.87042433595782,Month-to-month,Fiber optic,2,Bank transfer,1
34,65.47849287261585,Two year,Fiber optic,1,Mailed check,0
28,69.46370019439124,Two year,None,8,Bank transfer,1
40,87.91850514708148,One year,DSL,1,Bank transfer,0
67,45.13903405319037,Month-to-month,DSL,4,Mailed check,0
2,76.23356707128403,Month-to-month,DSL,0,Bank transfer,0
15,71.68418271159811,Month-to-month,Fiber optic,1,Credit card,0
70,55.625982917793245,Month-to-month,Fiber optic,0,Electronic check,0
38,104.47331160717349,Month-to-month,Fiber optic,1,Bank transfer,1
40,82.95336877118659,Two year,DSL,3,Bank transfer,0
5,56.707203877590835,Month-to-month,DSL,9,Mailed check,1
44,35.90430762091797,Month-to-month,DSL,1,Electronic check,0
17,129.4361501409292,Month-to-month,None,4,Credit card,1
56,31.84668722492066,One year,DSL,0,Bank transfer,0
26,120.01658084246354,Month-to-month,Fiber optic,0,Electronic check,0
45,70.76133045209158,Month-to-month,DSL,2,Credit card,0
18,109.3214702490703,Month-to-month,None,1,Electronic check,1
8,,Two year,Fiber optic,2,Mailed check,0
23,64.14693465382838,Month-to-month,DSL,2,Bank transfer,0
7,81.59558372458673,One year,Fiber optic,0,Electronic check,0
66,67.55433173453915,One year,Fiber optic,3,Mailed check,0
5,51.94972890797546,Month-to-month,DSL,2,Mailed check,1
60,24.29208869672983,Month-to-month,DSL,2,Bank transfer,1
43,72.51921854918743,One year,Fiber optic,2,Electronic check,0
46,151.95174353673374,Month-to-month,DSL,2,Bank transfer,0
52,92.80712084907749,One year,Fiber optic,1,Credit card,0
58,69.49248985612897,One year,DSL,0,Bank transfer,0
17,37.71536186928747,Month-to-month,None,1,Bank transfer,1
61,58.28010731503598,Month-to-month,DSL,2,Credit card,0
29,50.87052314420806,Two year,DSL,1,Credit card,0
47,26.90915153862842,Two year,Fiber optic,0,Electronic check,0
43,77.02940631370592,One year,Fiber optic,0,Mailed check,1
39,67.77608201956329,Two year,DSL,1,Mailed check,1
51,53.182042512324486,Month-to-month,None,1,Electronic check,0
53,46.34685165460467,Month-to-month,Fiber optic,0,Electronic check,0
37,86.34733111497697,One year,Fiber optic,0,Bank transfer,0
45,103.70718869894732,Month-to-month,Fiber optic,0,Mailed check,0
62,38.19267878050385,Month-to-month,DSL,3,Electronic check,0
22,69.08023936043833,Two year,Fiber optic,3,Electronic check,1
61,68.72358449556825,Month-to-month,Fiber optic,0,Electronic check,0
48,69.8314450741451,Month-to-month,DSL,1,Mailed check,1
39,37.190436789005155,Month-to-month,Fiber optic,8,Mailed check,0
71,32.40318625024979,Month-to-month,Fiber optic,2,Mailed check,1
43,68.82713335910252,One year,DSL,3,Electronic check,0
50,39.76664761965707,One year,DSL,1,Electronic check,0
65,60.09671241154098,Month-to-month,Fiber optic,0,Credit card,0
68,114.85429661085595,Month-to-month,Fiber optic,10,Mailed check,0
16,,Month-to-month,None,1,Bank transfer,0
23,75.66457664764135,Two year,DSL,10,Mailed check,1
36,62.30207612292343,Month-to-month,None,2,Electronic check,0
32,45.87320986455336,Month-to-month,Fiber optic,0,Credit card,1
20,117.12873541431108,Month-to-month,DSL,2,Credit card,1
50,36.471607518612515,One year,Fiber optic,1,Electronic check,0
59,73.0370384744123,Month-to-month,DSL,0,Electronic check,0
20,91.22533850381234,One year,None,1,Credit card,1
44,47.39552450067707,Two year,DSL,1,Bank transfer,0
44,71.30056155109027,Two year,None,2,Bank transfer,0
56,68.0810096298453,Month-to-month,None,9,Electronic check,1
61,52.54034736521643,One year,DSL,1,Bank transfer,0
6,34.39567737419487,Month-to-month,Fiber optic,9,Credit card,0
45,26.056366970870208,Month-to-month,None,1,Bank transfer,1
9,87.31264064395523,Two year,Fiber optic,2,Bank transfer,0
28,62.206549240790125,One year,DSL,2,Bank transfer,0
11,44.38600880617434,Month-to-month,DSL,2,Credit card,0
49,53.51571988878296,Month-to-month,Fiber optic,12,Mailed check,1
66,60.49559875577102,Month-to-month,DSL,2,Credit card,1
45,55.48421231503885,Month-to-month,Fiber optic,0,Electronic check,0
69,31.52319849214446,Two year,DSL,1,Credit card,1
3,138.8408839268356,Month-to-month,DSL,2,Bank transfer,0
33,42.00806368017486,Two year,None,0,Credit card,0
15,79.6055721648462,Two year,None,0,Mailed check,0
70,40.68570638112825,Two year,DSL,2,Electronic check,0
55,134.523375059099,Month-to-month,DSL,1,Bank transfer,0
30,40.19591271550473,One year,Fiber optic,0,Credit card,0
4,70.42502811576509,Month-to-month,Fiber optic,1,Mailed check,0
2,107.1915424294932,Month-to-month,Fiber optic,3,Bank transfer,0
62,9.196133891029563,Month-to-month,DSL,0,Bank transfer,0
19,162.30645296051716,Month-to-month,DSL,2,Electronic check,0
23,60.936535473659895,Month-to-month,Fiber optic,0,Mailed check,0
62,55.19579154374277,One year,None,2,Credit card,0
7,67.04565335518603,Month-to-month,DSL,1,Mailed check,0
21,46.37876318037433,Month-to-month,DSL,0,Electronic check,0
4,41.079897593148,Month-to-month,DSL,0,Mailed check,1
50,42.99096440652799,Month-to-month,Fiber optic,0,Credit card,1
0,33.707004387307,One year,Fiber optic,0,Bank transfer,1
3,22.151875925596826,Two year,Fiber optic,0,Electronic check,1
45,73.2624709317518,Month-to-month,DSL,1,Mailed check,0
57,132.36914713687545,Month-to-month,Fiber optic,0,Electronic check,0
18,43.62795422126768,Month-to-month,Fiber optic,2,Electronic check,0
37,96.00462927911862,Month-to-month,DSL,1,Mailed check,0
25,26.039286062055194,One year,Fiber optic,1,Mailed check,1
23,19.37047466347983,One year,Fiber optic,3,Mailed check,1
66,61.7796358003993,Month-to-month,Fiber optic,1,Electronic check,0
53,20.131953616844108,Two year,DSL,1,Bank transfer,0
48,38.9717224701111,Month-to-month,DSL,1,Credit card,0
36,76.67258498330536,Month-to-month,DSL,0,Bank transfer,0
45,23.647601100463106,Month-to-month,Fiber optic,1,Bank transfer,0
68,72.1612172058589,One year,None,1,Bank transfer,0
48,31.120813322208345,Month-to-month,DSL,0,Bank transfer,0
26,59.37496819849566,Month-to-month,Fiber optic,3,Credit card,0
69,81.9805348202261,One year,DSL,0,Bank transfer,0
16,66.44109489674321,One year,None,2,Bank transfer,0
11,102.87415606895065,One year,Fiber optic,1,Electronic check,0
53,64.41494224631333,Two year,None,1,Mailed check,0
41,108.23042564920236,Month-to-month,Fiber optic,3,Credit card,1
52,86.64870442234422,Month-to-month,None,3,Mailed check,0
3,48.77754240336871,Month-to-month,None,1,Credit card,0
15,29.19403010011949,One year,Fiber optic,2,Electronic check,0
51,68.12520668317363,Month-to-month,Fiber optic,0,Electronic check,0
51,29.7759844023599,Month-to-month,Fiber optic,1,Mailed check,0
71,82.47136548975571,Two year,Fiber optic,5,Mailed check,1
33,34.91021037674844,Month-to-month,DSL,0,Mailed check,1
33,55.58824691911606,One year,DSL,1,Bank transfer,1
3,27.892770360933632,One year,DSL,1,Mailed check,1
37,151.1533598050013,One year,Fiber optic,1,Bank transfer,0
39,96.18908110877688,Two year,DSL,1,Bank transfer,1
52,,Month-to-month,Fiber optic,8,Bank transfer,0
1,,Month-to-month,DSL,1,Bank transfer,0
38,71.74363620414573,Month-to-month,DSL,0,Bank transfer,1
53,47.70363762642167,One year,Fiber optic,0,Credit card,1
70,41.56642096434275,Two year,DSL,1,Electronic check,1
0,69.5367338693697,Month-to-month,DSL,0,Mailed check,0
45,,Month-to-month,Fiber optic,4,Mailed check,1
3,76.31320087131226,One year,Fiber optic,0,Bank transfer,0
10,57.15406856552507,One year,Fiber optic,0,Credit card,1
68,154.72720473958006,Month-to-month,DSL,0,Mailed check,0
52,40.908688336558534,One year,DSL,10,Bank transfer,0
3,84.42793389868068,Month-to-month,DSL,9,Credit card,0
53,54.067488576125854,Month-to-month,Fiber optic,4,Credit card,0
20,55.38092788693038,One year,DSL,2,Mailed check,1
33,116.76134328660274,Month-to-month,None,0,Electronic check,1
69,83.73080648622191,Month-to-month,DSL,0,Credit card,0
16,39.384523404148425,One year,Fiber optic,3,Credit card,0
38,51.32793066666166,One year,Fiber optic,1,Mailed check,1
43,37.61204316585948,One year,Fiber optic,0,Mailed check,0
25,46.18176616003266,One year,DSL,0,Bank transfer,0
17,56.85928433804693,Two year,DSL,0,Mailed check,0
62,98.51670268692548,Month-to-month,DSL,1,Credit card,0
19,82.1393364364415,Month-to-month,Fiber optic,0,Credit card,1
29,23.83109384590849,Month-to-month,DSL,1,Bank transfer,1
10,,One year,DSL,1,Electronic check,1
6,,One year,Fiber optic,1,Mailed check,0
18,86.7566611148255,Two year,DSL,1,Mailed check,0
55,47.46197456134294,Month-to-month,Fiber optic,1,Mailed check,0
8,32.71827211134473,One year,DSL,1,Credit card,0
33,33.255377285425226,Two year,Fiber optic,1,Mailed check,0
27,,Month-to-month,Fiber optic,0,Credit card,1
10,66.8563318604566,Month-to-month,DSL,0,Credit card,0
17,26.2258410312528,Month-to-month,Fiber optic,1,Credit card,0
12,68.28643229718188,One year,None,0,Electronic check,0
17,30.334792067635142,One year,DSL,3,Bank transfer,1
71,54.91030472024127,Month-to-month,Fiber optic,1,Electronic check,0
63,60.12805432537058,Month-to-month,Fiber optic,1,Electronic check,0
43,29.59963802865464,Two year,DSL,1,Mailed check,0
0,30.494947033709753,Month-to-month,Fiber optic,0,Mailed check,1
9,82.68717077571955,Two year,Fiber optic,0,Electronic check,0
60,19.31467861821087,Month-to-month,DSL,0,Mailed check,0
20,,One year,None,9,Mailed check,0
1,86.09874238901567,Two year,None,2,Mailed check,0
60,50.32813583618487,Month-to-month,DSL,1,Electronic check,1
41,29.315476576719142,Month-to-month,DSL,1,Bank transfer,0
67,56.59745668571433,Two year,DSL,3,Bank transfer,1
11,94.29060013004035,Month-to-month,Fiber optic,0,Bank transfer,0
58,14.308890674180798,Two year,DSL,1,Bank transfer,0
6,49.723739775328745,Month-to-month,Fiber optic,2,Electronic check,0
